"","year","discipline","total.awarded.Female","total.awarded.Male","total.awarded.Unknown Gender","female.ratio"
"3396",1999,"Other Physical Sciences",1042,1115,NA,0.483078349559573
"3397",1999,"Atmospheric Sciences",166,539,NA,0.235460992907801
"3398",1999,"Earth Sciences",1910,3092,NA,0.381847261095562
"3399",1999,"Oceanography",183,238,NA,0.434679334916865
"3400",1999,"Mathematics and Statistics",8072,9725,NA,0.453559588694724
"3401",1999,"Computer Science",27008,50377,NA,0.349008205724624
"3402",1999,"Agricultural Sciences",11390,14361,NA,0.442312919886606
"3403",1999,"Biological Sciences",44883,35361,NA,0.55933153880664
"3404",1999,"Medical Sciences",23139,22297,NA,0.509265780438419
"3405",1999,"Other Life Sciences",130662,25879,NA,0.834682287707374
"3406",1999,"Psychology",69667,23813,NA,0.745261018399658
"3407",1999,"Economics",7360,15473,NA,0.322340472123681
"3408",1999,"Political Science and Public Administration",25910,25559,NA,0.503409819503002
"3409",1999,"Sociology",19628,8647,NA,0.694182139699381
"3410",1999,"Anthropology",5643,3183,NA,0.639360978925901
"3411",1999,"Linguistics",989,482,NA,0.672331747110809
"3412",1999,"History of Science",38,48,NA,0.441860465116279
"3413",1999,"Area and Ethnic Studies",4859,2907,NA,0.625676023693021
"3414",1999,"Other Social Sciences",13811,11083,NA,0.554792319434402
"3415",1999,"Science Technologies",524,641,NA,0.449785407725322
"3416",1999,"Engineering Technologies",10316,62412,NA,0.141843581564184
"3417",1999,"Health Technologies",106648,26155,NA,0.803054147873166
"3418",1999,"Other Science and Engineering Technologies",2,45,NA,0.0425531914893617
"3419",1999,"Interdisciplinary or Other Sciences",5969,4396,NA,0.575880366618427
"3420",1999,"History",11623,17075,NA,0.405010802146491
"3421",1999,"English and Literature",39404,19258,NA,0.671712522587024
"3422",1999,"Foreign Languages",12705,5749,NA,0.688468624688414
"3423",1999,"Other Humanities",1946,4368,NA,0.30820399113082
"3424",1999,"Religion and Theology",7196,14558,NA,0.330789739817965
"3425",1999,"Arts and Music",50776,37408,NA,0.575796062777828
"3426",1999,"Architecture and Environmental Design",5456,7842,NA,0.410287261242292
"3427",1999,"Science Education",1571,1121,NA,0.583580980683507
"3428",1999,"Mathematics Education",1522,914,NA,0.624794745484401
"3429",1999,"Social Science Education",761,944,NA,0.44633431085044
"3430",1999,"Other Science/Technical Education",4006,2886,NA,0.58125362739408
"3431",1999,"Non-Science Education",195326,64681,NA,0.751233620633291
"3432",1999,"Business and Management",274185,234189,NA,0.539337180894381
"3433",1999,"Communication and Librarianship",40834,25171,NA,0.61865010226498
"3434",1999,"Law",19476,23759,NA,0.450468370533133
"3435",1999,"Social Service Professions",32413,5707,NA,0.850288562434418
"3436",1999,"Vocational Studies and Home Economics",60468,50222,NA,0.54628241033517
"3437",1999,"Other Non-sciences or Unknown Disciplines",198429,171720,NA,0.536078714247506
"3491",2000,"Aerospace Engineering",339,1699,NA,0.166339548577036
"3492",2000,"Chemical Engineering",2691,5568,NA,0.325826371231384
"3493",2000,"Civil Engineering",3559,10925,NA,0.245719414526374
"3494",2000,"Electrical Engineering",4141,23746,NA,0.148492128948973
"3495",2000,"Mechanical Engineering",2345,15100,NA,0.134422470621955
"3496",2000,"Materials Engineering",553,1645,NA,0.251592356687898
"3497",2000,"Industrial Engineering",2021,5288,NA,0.27650841428376
"3498",2000,"Other Engineering",3102,10236,NA,0.232568600989654
"3499",2000,"Astronomy",104,262,NA,0.284153005464481
"3500",2000,"Chemistry",6590,8161,NA,0.44674937292387
"3501",2000,"Physics",1211,4835,NA,0.200297717499173
"3502",2000,"Other Physical Sciences",907,929,NA,0.49400871459695
"3503",2000,"Atmospheric Sciences",171,569,NA,0.231081081081081
"3504",2000,"Earth Sciences",1988,2922,NA,0.404887983706721
"3505",2000,"Oceanography",191,241,NA,0.44212962962963
"3506",2000,"Mathematics and Statistics",7653,9193,NA,0.454291820016621
"3507",2000,"Computer Science",33420,65051,NA,0.339389261813123
"3508",2000,"Agricultural Sciences",11491,13836,NA,0.453705531646069
"3509",2000,"Biological Sciences",44838,33213,NA,0.574470538494062
"3510",2000,"Medical Sciences",24185,21973,NA,0.523961176827419
"3511",2000,"Other Life Sciences",128688,24517,NA,0.839972585751118
"3512",2000,"Psychology",71719,22760,NA,0.759099905799172
"3513",2000,"Economics",7723,15497,NA,0.33260120585702
"3514",2000,"Political Science and Public Administration",26683,25453,NA,0.511796071812184
"3515",2000,"Sociology",20080,8662,NA,0.698629183772876
"3516",2000,"Anthropology",5676,2925,NA,0.659923264736659
"3517",2000,"Linguistics",1022,466,NA,0.686827956989247
"3518",2000,"History of Science",65,74,NA,0.467625899280576
"3519",2000,"Area and Ethnic Studies",4930,2975,NA,0.623655913978495
"3520",2000,"Other Social Sciences",14659,11556,NA,0.559183673469388
"3521",2000,"Science Technologies",677,1017,NA,0.399645808736718
"3522",2000,"Engineering Technologies",10957,62991,NA,0.148171688213339
"3523",2000,"Health Technologies",104083,23714,NA,0.814440088577979
"3524",2000,"Other Science and Engineering Technologies",19,93,NA,0.169642857142857
"3525",2000,"Interdisciplinary or Other Sciences",7130,4851,NA,0.595108922460563
"3526",2000,"History",12055,17108,NA,0.413366251757364
"3527",2000,"English and Literature",39151,18776,NA,0.675867902705129
"3528",2000,"Foreign Languages",12758,5570,NA,0.696093408991707
"3529",2000,"Other Humanities",2043,4337,NA,0.320219435736677
"3530",2000,"Religion and Theology",7949,15825,NA,0.33435686043577
"3531",2000,"Arts and Music",53183,39505,NA,0.57378517175902
"3532",2000,"Architecture and Environmental Design",5593,7981,NA,0.412037719169
"3533",2000,"Science Education",1577,987,NA,0.615054602184087
"3534",2000,"Mathematics Education",1431,879,NA,0.61948051948052
"3535",2000,"Social Science Education",662,925,NA,0.417139256458727
"3536",2000,"Other Science/Technical Education",4086,2974,NA,0.578753541076487
"3537",2000,"Non-Science Education",201889,66386,NA,0.752544963190756
"3538",2000,"Business and Management",286011,247053,NA,0.536541578497141
"3539",2000,"Communication and Librarianship",44182,26223,NA,0.627540657623748
"3540",2000,"Law",19931,23457,NA,0.459366645155342
"3541",2000,"Social Service Professions",32217,5510,NA,0.853950751451215
"3542",2000,"Vocational Studies and Home Economics",59774,48653,NA,0.551283351932637
"3543",2000,"Other Non-sciences or Unknown Disciplines",204035,178579,NA,0.533265902449989
"3597",2001,"Aerospace Engineering",423,1914,NA,0.181001283697047
"3598",2001,"Chemical Engineering",2586,5617,NA,0.315250518103133
"3599",2001,"Civil Engineering",3288,10494,NA,0.238572050500653
"3600",2001,"Electrical Engineering",4496,24614,NA,0.15444864307798
"3601",2001,"Mechanical Engineering",2303,15431,NA,0.129863538964701
"3602",2001,"Materials Engineering",534,1598,NA,0.25046904315197
"3603",2001,"Industrial Engineering",2090,5546,NA,0.273703509690938
"3604",2001,"Other Engineering",3292,10057,NA,0.246610232976253
"3605",2001,"Astronomy",161,303,NA,0.34698275862069
"3606",2001,"Chemistry",6703,8101,NA,0.452783031613078
"3607",2001,"Physics",1349,5148,NA,0.2076342927505
"3608",2001,"Other Physical Sciences",909,912,NA,0.499176276771005
"3609",2001,"Atmospheric Sciences",191,484,NA,0.282962962962963
"3610",2001,"Earth Sciences",2068,2954,NA,0.41178813221824
"3611",2001,"Oceanography",203,226,NA,0.473193473193473
"3612",2001,"Mathematics and Statistics",7850,9865,NA,0.443127293254304
"3613",2001,"Computer Science",38619,76695,NA,0.334902960611895
"3614",2001,"Agricultural Sciences",12109,13531,NA,0.472269890795632
"3615",2001,"Biological Sciences",45157,31865,NA,0.586287034873153
"3616",2001,"Medical Sciences",24260,21879,NA,0.525802466460045
"3617",2001,"Other Life Sciences",127049,24541,NA,0.838109373969259
"3618",2001,"Psychology",75908,23028,NA,0.767243470526401
"3619",2001,"Economics",9051,17039,NA,0.346914526638559
"3620",2001,"Political Science and Public Administration",28967,26810,NA,0.519335926994998
"3621",2001,"Sociology",21405,9045,NA,0.702955665024631
"3622",2001,"Anthropology",6087,2980,NA,0.671335612661299
"3623",2001,"Linguistics",1068,534,NA,0.666666666666667
"3624",2001,"History of Science",71,84,NA,0.458064516129032
"3625",2001,"Area and Ethnic Studies",5789,3055,NA,0.654568068747173
"3626",2001,"Other Social Sciences",15726,11644,NA,0.574570697844355
"3627",2001,"Science Technologies",747,1063,NA,0.412707182320442
"3628",2001,"Engineering Technologies",11316,62641,NA,0.153007828873535
"3629",2001,"Health Technologies",108464,25183,NA,0.81157077974066
"3630",2001,"Other Science and Engineering Technologies",41,166,NA,0.198067632850242
"3631",2001,"Interdisciplinary or Other Sciences",6969,4344,NA,0.616016971625563
"3632",2001,"History",12933,17800,NA,0.420818013210555
"3633",2001,"English and Literature",41238,19017,NA,0.684391336818521
"3634",2001,"Foreign Languages",16151,6754,NA,0.705129884304737
"3635",2001,"Other Humanities",2395,5100,NA,0.319546364242829
"3636",2001,"Religion and Theology",8806,15626,NA,0.360428945645056
"3637",2001,"Arts and Music",57921,41634,NA,0.581799005574808
"3638",2001,"Architecture and Environmental Design",5833,7918,NA,0.424187331830412
"3639",2001,"Science Education",1596,1037,NA,0.606152677554121
"3640",2001,"Mathematics Education",1482,826,NA,0.6421143847487
"3641",2001,"Social Science Education",730,883,NA,0.452572845629262
"3642",2001,"Other Science/Technical Education",3928,2996,NA,0.567302137492779
"3643",2001,"Non-Science Education",209621,67097,NA,0.757525712096792
"3644",2001,"Business and Management",299641,261331,NA,0.534146089287879
"3645",2001,"Communication and Librarianship",47665,27182,NA,0.636832471575347
"3646",2001,"Law",20883,23246,NA,0.473226223118584
"3647",2001,"Social Service Professions",31363,5219,NA,0.857334208080477
"3648",2001,"Vocational Studies and Home Economics",63575,53568,NA,0.542712752789326
"3649",2001,"Other Non-sciences or Unknown Disciplines",209744,185255,NA,0.530998812655222
"3703",2002,"Aerospace Engineering",456,2195,NA,0.172010562052056
"3704",2002,"Chemical Engineering",2648,5344,NA,0.331331331331331
"3705",2002,"Civil Engineering",3465,10204,NA,0.253493306020923
"3706",2002,"Electrical Engineering",4512,24483,NA,0.155613036730471
"3707",2002,"Mechanical Engineering",2370,15485,NA,0.132735928311397
"3708",2002,"Materials Engineering",534,1439,NA,0.270653826659909
"3709",2002,"Industrial Engineering",2259,5610,NA,0.287075867327488
"3710",2002,"Other Engineering",3532,10475,NA,0.25215963446848
"3711",2002,"Astronomy",179,334,NA,0.348927875243665
"3712",2002,"Chemistry",6676,7546,NA,0.469413584587259
"3713",2002,"Physics",1440,5246,NA,0.215375411307209
"3714",2002,"Other Physical Sciences",1001,991,NA,0.502510040160643
"3715",2002,"Atmospheric Sciences",221,530,NA,0.294274300932091
"3716",2002,"Earth Sciences",2124,2846,NA,0.427364185110664
"3717",2002,"Oceanography",207,264,NA,0.439490445859873
"3718",2002,"Mathematics and Statistics",8210,10553,NA,0.437563289452646
"3719",2002,"Computer Science",40333,87343,NA,0.315901187380557
"3720",2002,"Agricultural Sciences",12279,13913,NA,0.468807269395235
"3721",2002,"Biological Sciences",45811,30773,NA,0.598179776454612
"3722",2002,"Medical Sciences",24934,21402,NA,0.538112914364641
"3723",2002,"Other Life Sciences",126610,23097,NA,0.845718637071079
"3724",2002,"Psychology",78364,23651,NA,0.768161544870852
"3725",2002,"Economics",9750,18365,NA,0.346789969767028
"3726",2002,"Political Science and Public Administration",30762,27953,NA,0.523920633568935
"3727",2002,"Sociology",21709,8923,NA,0.708703316792896
"3728",2002,"Anthropology",6383,3083,NA,0.674308049862666
"3729",2002,"Linguistics",1136,508,NA,0.690997566909976
"3730",2002,"History of Science",88,80,NA,0.523809523809524
"3731",2002,"Area and Ethnic Studies",6090,3315,NA,0.647527910685805
"3732",2002,"Other Social Sciences",16396,12027,NA,0.576856770924955
"3733",2002,"Science Technologies",695,903,NA,0.434918648310388
"3734",2002,"Engineering Technologies",11060,61789,NA,0.151820889785721
"3735",2002,"Health Technologies",113124,25007,NA,0.81896171026055
"3736",2002,"Other Science and Engineering Technologies",8,57,NA,0.123076923076923
"3737",2002,"Interdisciplinary or Other Sciences",7368,4527,NA,0.619419924337957
"3738",2002,"History",13451,18597,NA,0.419714178731902
"3739",2002,"English and Literature",42639,19616,NA,0.68490884266324
"3740",2002,"Foreign Languages",16872,6990,NA,0.707065627357304
"3741",2002,"Other Humanities",2745,5549,NA,0.330962141306969
"3742",2002,"Religion and Theology",9166,16158,NA,0.361949139156531
"3743",2002,"Arts and Music",63230,45739,NA,0.580256770274115
"3744",2002,"Architecture and Environmental Design",6264,8201,NA,0.433045281714483
"3745",2002,"Science Education",1728,979,NA,0.638345031400074
"3746",2002,"Mathematics Education",1672,851,NA,0.662703131193024
"3747",2002,"Social Science Education",750,847,NA,0.469630557294928
"3748",2002,"Other Science/Technical Education",4158,3130,NA,0.5705268935236
"3749",2002,"Non-Science Education",219071,69189,NA,0.75997710400333
"3750",2002,"Business and Management",314625,277940,NA,0.530954410064719
"3751",2002,"Communication and Librarianship",52093,28434,NA,0.646901039402933
"3752",2002,"Law",21705,23660,NA,0.478452551526507
"3753",2002,"Social Service Professions",31306,5072,NA,0.860575072846226
"3754",2002,"Vocational Studies and Home Economics",67963,52494,NA,0.564209634973476
"3755",2002,"Other Non-sciences or Unknown Disciplines",220662,189860,NA,0.53751565080556
"3809",2003,"Aerospace Engineering",521,2418,NA,0.177271180673699
"3810",2003,"Chemical Engineering",2509,5030,NA,0.332802758986603
"3811",2003,"Civil Engineering",3589,10824,NA,0.249011309234719
"3812",2003,"Electrical Engineering",5183,28169,NA,0.155402974334373
"3813",2003,"Mechanical Engineering",2443,16384,NA,0.129760450416954
"3814",2003,"Materials Engineering",568,1606,NA,0.261269549218031
"3815",2003,"Industrial Engineering",2295,5999,NA,0.276706052568122
"3816",2003,"Other Engineering",3727,11134,NA,0.250790660117085
"3817",2003,"Astronomy",200,343,NA,0.368324125230203
"3818",2003,"Chemistry",6746,7627,NA,0.46935225770542
"3819",2003,"Physics",1497,5542,NA,0.212672254581617
"3820",2003,"Other Physical Sciences",758,846,NA,0.472568578553616
"3821",2003,"Atmospheric Sciences",258,560,NA,0.315403422982885
"3822",2003,"Earth Sciences",2099,2898,NA,0.420052031218731
"3823",2003,"Oceanography",177,204,NA,0.464566929133858
"3824",2003,"Mathematics and Statistics",8638,11426,NA,0.430522328548644
"3825",2003,"Computer Science",47544,104569,NA,0.312557112146891
"3826",2003,"Agricultural Sciences",12671,13606,NA,0.482208775735434
"3827",2003,"Biological Sciences",48399,31509,NA,0.605684036642138
"3828",2003,"Medical Sciences",25351,21089,NA,0.545887166236003
"3829",2003,"Other Life Sciences",128454,22075,NA,0.853350517176092
"3830",2003,"Psychology",80738,24032,NA,0.770621361076644
"3831",2003,"Economics",10665,20085,NA,0.346829268292683
"3832",2003,"Political Science and Public Administration",34736,30877,NA,0.529407282093488
"3833",2003,"Sociology",22468,9250,NA,0.708367488492339
"3834",2003,"Anthropology",6652,3132,NA,0.67988552739166
"3835",2003,"Linguistics",1249,569,NA,0.687018701870187
"3836",2003,"History of Science",83,80,NA,0.50920245398773
"3837",2003,"Area and Ethnic Studies",5988,3247,NA,0.648402815376286
"3838",2003,"Other Social Sciences",17769,12843,NA,0.580458643669149
"3839",2003,"Science Technologies",728,1068,NA,0.405345211581292
"3840",2003,"Engineering Technologies",11945,64402,NA,0.15645670425819
"3841",2003,"Health Technologies",135850,29988,NA,0.819172927797007
"3842",2003,"Other Science and Engineering Technologies",21,117,NA,0.152173913043478
"3843",2003,"Interdisciplinary or Other Sciences",7921,4738,NA,0.625720831029307
"3844",2003,"History",14373,19707,NA,0.421742957746479
"3845",2003,"English and Literature",43601,19683,NA,0.688973516212629
"3846",2003,"Foreign Languages",17499,7209,NA,0.708232151529869
"3847",2003,"Other Humanities",2987,6088,NA,0.329146005509642
"3848",2003,"Religion and Theology",10382,16819,NA,0.381677144222639
"3849",2003,"Arts and Music",68609,47333,NA,0.591752772938193
"3850",2003,"Architecture and Environmental Design",6563,8494,NA,0.435877000730557
"3851",2003,"Science Education",1697,1038,NA,0.620475319926874
"3852",2003,"Mathematics Education",1696,904,NA,0.652307692307692
"3853",2003,"Social Science Education",855,976,NA,0.466957946477335
"3854",2003,"Other Science/Technical Education",4046,2941,NA,0.579075425790754
"3855",2003,"Non-Science Education",233471,71021,NA,0.766755776834859
"3856",2003,"Business and Management",325148,282619,NA,0.534987914776551
"3857",2003,"Communication and Librarianship",56597,29973,NA,0.653771514381425
"3858",2003,"Law",22566,23372,NA,0.491227306369454
"3859",2003,"Social Service Professions",31545,4771,NA,0.868625399273048
"3860",2003,"Vocational Studies and Home Economics",76478,57903,NA,0.569113193085332
"3861",2003,"Other Non-sciences or Unknown Disciplines",231182,205018,NA,0.529990829894544
"3915",2004,"Aerospace Engineering",590,2831,NA,0.172464191756796
"3916",2004,"Chemical Engineering",2634,5133,NA,0.339127076091155
"3917",2004,"Civil Engineering",3708,11056,NA,0.251151449471688
"3918",2004,"Electrical Engineering",5894,30928,NA,0.160067351040139
"3919",2004,"Mechanical Engineering",2635,17300,NA,0.132179583646852
"3920",2004,"Materials Engineering",574,1629,NA,0.260553790285974
"3921",2004,"Industrial Engineering",2272,6224,NA,0.267419962335217
"3922",2004,"Other Engineering",4214,11632,NA,0.265934620724473
"3923",2004,"Astronomy",223,361,NA,0.381849315068493
"3924",2004,"Chemistry",7019,7617,NA,0.479570921016671
"3925",2004,"Physics",1676,5906,NA,0.221049854919546
"3926",2004,"Other Physical Sciences",811,1017,NA,0.443654266958425
"3927",2004,"Atmospheric Sciences",295,545,NA,0.351190476190476
"3928",2004,"Earth Sciences",2135,2843,NA,0.428887103254319
"3929",2004,"Oceanography",196,222,NA,0.4688995215311
"3930",2004,"Mathematics and Statistics",9521,12352,NA,0.435285511818223
"3931",2004,"Computer Science",42860,103305,NA,0.293230253480655
"3932",2004,"Agricultural Sciences",12584,13274,NA,0.486657900843066
"3933",2004,"Biological Sciences",50004,32241,NA,0.607988327557906
"3934",2004,"Medical Sciences",27375,21593,NA,0.559038555791537
"3935",2004,"Other Life Sciences",141661,23813,NA,0.856092195752807
"3936",2004,"Psychology",84794,24837,NA,0.773449115669838
"3937",2004,"Economics",11052,21327,NA,0.341332345038451
"3938",2004,"Political Science and Public Administration",38393,33726,NA,0.532356244540274
"3939",2004,"Sociology",23467,9533,NA,0.711121212121212
"3940",2004,"Anthropology",6858,3231,NA,0.679750223015165
"3941",2004,"Linguistics",1354,624,NA,0.684529828109201
"3942",2004,"History of Science",99,93,NA,0.515625
"3943",2004,"Area and Ethnic Studies",6538,3537,NA,0.64893300248139
"3944",2004,"Other Social Sciences",19547,14019,NA,0.582345230292558
"3945",2004,"Science Technologies",731,1050,NA,0.410443571027513
"3946",2004,"Engineering Technologies",10576,62826,NA,0.1440832674859
"3947",2004,"Health Technologies",159784,34544,NA,0.822238689226462
"3948",2004,"Other Science and Engineering Technologies",86,293,NA,0.226912928759894
"3949",2004,"Interdisciplinary or Other Sciences",8521,4937,NA,0.633155000743052
"3950",2004,"History",15442,21022,NA,0.423486178148311
"3951",2004,"English and Literature",44196,19655,NA,0.692173967518128
"3952",2004,"Foreign Languages",18138,7503,NA,0.707382707382707
"3953",2004,"Other Humanities",3046,6648,NA,0.314214978337116
"3954",2004,"Religion and Theology",10832,17099,NA,0.387812824460277
"3955",2004,"Arts and Music",74140,50126,NA,0.596623372442985
"3956",2004,"Architecture and Environmental Design",7037,8678,NA,0.447788736875597
"3957",2004,"Science Education",1766,1057,NA,0.625575628763727
"3958",2004,"Mathematics Education",1991,1102,NA,0.643711606854187
"3959",2004,"Social Science Education",1035,1182,NA,0.466847090663058
"3960",2004,"Other Science/Technical Education",4305,3320,NA,0.564590163934426
"3961",2004,"Non-Science Education",250262,76702,NA,0.765411482609706
"3962",2004,"Business and Management",342277,299353,NA,0.533449184109222
"3963",2004,"Communication and Librarianship",60515,30522,NA,0.664729725276536
"3964",2004,"Law",23460,24083,NA,0.493448036514313
"3965",2004,"Social Service Professions",32303,4967,NA,0.866729272873625
"3966",2004,"Vocational Studies and Home Economics",78779,60837,NA,0.564254813201925
"3967",2004,"Other Non-sciences or Unknown Disciplines",244665,211608,NA,0.536225023176914
"4021",2005,"Aerospace Engineering",605,2968,NA,0.169325496781416
"4022",2005,"Chemical Engineering",2430,4907,NA,0.331198037344964
"4023",2005,"Civil Engineering",3924,11519,NA,0.254095706792722
"4024",2005,"Electrical Engineering",5750,30335,NA,0.159345988637938
"4025",2005,"Mechanical Engineering",2679,18108,NA,0.128878626064367
"4026",2005,"Materials Engineering",622,1642,NA,0.274734982332155
"4027",2005,"Industrial Engineering",2317,6114,NA,0.274819119914601
"4028",2005,"Other Engineering",4532,12573,NA,0.264951768488746
"4029",2005,"Astronomy",270,405,NA,0.4
"4030",2005,"Chemistry",7430,7749,NA,0.489492061400619
"4031",2005,"Physics",1686,6281,NA,0.211622944646668
"4032",2005,"Other Physical Sciences",788,1129,NA,0.411058946270214
"4033",2005,"Atmospheric Sciences",344,652,NA,0.345381526104418
"4034",2005,"Earth Sciences",2166,2908,NA,0.42688214426488
"4035",2005,"Oceanography",186,182,NA,0.505434782608696
"4036",2005,"Mathematics and Statistics",9923,13493,NA,0.423770071745815
"4037",2005,"Computer Science",34656,94902,NA,0.267494095308665
"4038",2005,"Agricultural Sciences",12567,13448,NA,0.483067461080146
"4039",2005,"Biological Sciences",53717,34435,NA,0.609367909973682
"4040",2005,"Medical Sciences",29313,21629,NA,0.575419104079149
"4041",2005,"Other Life Sciences",156384,26270,NA,0.856176158200751
"4042",2005,"Psychology",88824,25783,NA,0.775031193557113
"4043",2005,"Economics",11192,22116,NA,0.336015371682479
"4044",2005,"Political Science and Public Administration",41927,36820,NA,0.532426632125668
"4045",2005,"Sociology",24144,9994,NA,0.707247056066553
"4046",2005,"Anthropology",7029,3198,NA,0.687298327955412
"4047",2005,"Linguistics",1408,634,NA,0.689520078354554
"4048",2005,"History of Science",92,95,NA,0.491978609625668
"4049",2005,"Area and Ethnic Studies",6854,3856,NA,0.639962651727358
"4050",2005,"Other Social Sciences",20346,14796,NA,0.578965340618064
"4051",2005,"Science Technologies",867,1134,NA,0.43328335832084
"4052",2005,"Engineering Technologies",9730,59601,NA,0.140341261484762
"4053",2005,"Health Technologies",182925,38891,NA,0.824669996754066
"4054",2005,"Other Science and Engineering Technologies",119,466,NA,0.203418803418803
"4055",2005,"Interdisciplinary or Other Sciences",9084,5161,NA,0.637697437697438
"4056",2005,"History",16380,22621,NA,0.419989231045358
"4057",2005,"English and Literature",44606,20264,NA,0.687621396639433
"4058",2005,"Foreign Languages",19308,7991,NA,0.707278654895784
"4059",2005,"Other Humanities",3193,7078,NA,0.310875279914322
"4060",2005,"Religion and Theology",11512,18274,NA,0.38649029745518
"4061",2005,"Arts and Music",76358,50578,NA,0.601547236402597
"4062",2005,"Architecture and Environmental Design",7424,9055,NA,0.450512773833364
"4063",2005,"Science Education",1764,1005,NA,0.637053087757313
"4064",2005,"Mathematics Education",2112,1141,NA,0.649246849062404
"4065",2005,"Social Science Education",1016,1046,NA,0.492725509214355
"4066",2005,"Other Science/Technical Education",4047,2939,NA,0.579301460062983
"4067",2005,"Non-Science Education",257121,78490,NA,0.766128047054477
"4068",2005,"Business and Management",345170,306676,NA,0.529526912798422
"4069",2005,"Communication and Librarianship",62047,31884,NA,0.660559346754533
"4070",2005,"Law",24968,25934,NA,0.490511178342698
"4071",2005,"Social Service Professions",33028,4947,NA,0.86973008558262
"4072",2005,"Vocational Studies and Home Economics",84459,64398,NA,0.56738346198029
"4073",2005,"Other Non-sciences or Unknown Disciplines",258570,222445,NA,0.53755080402898
"4127",2006,"Aerospace Engineering",691,3263,NA,0.174759736975215
"4128",2006,"Chemical Engineering",2327,4925,NA,0.320876999448428
"4129",2006,"Civil Engineering",4015,12185,NA,0.24783950617284
"4130",2006,"Electrical Engineering",5212,28283,NA,0.155605314226004
"4131",2006,"Mechanical Engineering",2925,19143,NA,0.132544861337684
"4132",2006,"Materials Engineering",635,1793,NA,0.261532125205931
"4133",2006,"Industrial Engineering",2208,5725,NA,0.278331022311862
"4134",2006,"Other Engineering",5059,13721,NA,0.269382321618743
"4135",2006,"Astronomy",247,424,NA,0.368107302533532
"4136",2006,"Chemistry",8150,8469,NA,0.490402551296709
"4137",2006,"Physics",1778,6689,NA,0.209991732608952
"4138",2006,"Other Physical Sciences",878,1173,NA,0.428083861530961
"4139",2006,"Atmospheric Sciences",330,644,NA,0.338809034907598
"4140",2006,"Earth Sciences",2219,3012,NA,0.42420187344676
"4141",2006,"Oceanography",200,137,NA,0.593471810089021
"4142",2006,"Mathematics and Statistics",10371,14109,NA,0.423651960784314
"4143",2006,"Computer Science",28493,84438,NA,0.252304504520459
"4144",2006,"Agricultural Sciences",12797,13261,NA,0.491096784097014
"4145",2006,"Biological Sciences",56943,37287,NA,0.604297994269341
"4146",2006,"Medical Sciences",30680,21758,NA,0.585071894427705
"4147",2006,"Other Life Sciences",172170,30065,NA,0.85133631666131
"4148",2006,"Psychology",91213,26738,NA,0.773312646777051
"4149",2006,"Economics",10564,21950,NA,0.324906194254783
"4150",2006,"Political Science and Public Administration",43523,38580,NA,0.530102432310634
"4151",2006,"Sociology",24059,10142,NA,0.703458963188211
"4152",2006,"Anthropology",7309,3388,NA,0.683275684771431
"4153",2006,"Linguistics",1496,771,NA,0.659902955447728
"4154",2006,"History of Science",105,96,NA,0.522388059701492
"4155",2006,"Area and Ethnic Studies",7498,4106,NA,0.646156497759393
"4156",2006,"Other Social Sciences",21307,15533,NA,0.578365906623236
"4157",2006,"Science Technologies",899,1204,NA,0.427484545886828
"4158",2006,"Engineering Technologies",9024,56292,NA,0.138159103435605
"4159",2006,"Health Technologies",194617,41014,NA,0.825939710819035
"4160",2006,"Other Science and Engineering Technologies",119,586,NA,0.168794326241135
"4161",2006,"Interdisciplinary or Other Sciences",9644,5526,NA,0.635728411338167
"4162",2006,"History",17451,23692,NA,0.424154777240357
"4163",2006,"English and Literature",45181,20628,NA,0.686547432721968
"4164",2006,"Foreign Languages",20155,8521,NA,0.702852559631748
"4165",2006,"Other Humanities",3351,7222,NA,0.316939373876856
"4166",2006,"Religion and Theology",11691,18285,NA,0.390012009607686
"4167",2006,"Arts and Music",78428,51929,NA,0.601640111386423
"4168",2006,"Architecture and Environmental Design",7709,9250,NA,0.454566896633056
"4169",2006,"Science Education",1793,1061,NA,0.628241065171689
"4170",2006,"Mathematics Education",2421,1362,NA,0.639968279143537
"4171",2006,"Social Science Education",1038,1075,NA,0.491244675816375
"4172",2006,"Other Science/Technical Education",4051,3024,NA,0.572579505300353
"4173",2006,"Non-Science Education",268813,82625,NA,0.764894519090138
"4174",2006,"Business and Management",351909,313497,NA,0.528863581031731
"4175",2006,"Communication and Librarianship",63446,32824,NA,0.659042276929469
"4176",2006,"Law",25107,26402,NA,0.487429381273176
"4177",2006,"Social Service Professions",33898,5180,NA,0.86744459798352
"4178",2006,"Vocational Studies and Home Economics",90888,68085,NA,0.571719725991206
"4179",2006,"Other Non-sciences or Unknown Disciplines",264370,231387,NA,0.533265289244529
"4233",2007,"Aerospace Engineering",661,3393,NA,0.163048840651209
"4234",2007,"Chemical Engineering",2374,4924,NA,0.325294601260619
"4235",2007,"Civil Engineering",4030,12606,NA,0.242245732147151
"4236",2007,"Electrical Engineering",4610,27314,NA,0.144405462974565
"4237",2007,"Mechanical Engineering",2790,19859,NA,0.123184246545101
"4238",2007,"Materials Engineering",666,1883,NA,0.261278932914869
"4239",2007,"Industrial Engineering",2066,5474,NA,0.274005305039788
"4240",2007,"Other Engineering",4950,14001,NA,0.261199936678803
"4241",2007,"Astronomy",256,408,NA,0.385542168674699
"4242",2007,"Chemistry",8179,8987,NA,0.476465105440988
