"coverage","age","wage","cit","mar","educ","race"
"No Coverage",41,30000,"Citizen","Divorced","HS Degree","White"
"No Coverage",38,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",24,0,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",27,32400,"Citizen","Married","HS Degree","White"
"No Coverage",55,32000,"Citizen","Divorced","HS Degree","White"
"No Coverage",33,0,"Citizen","Married","HS Degree","Black"
"No Coverage",27,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",36,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",50,0,"Citizen","Divorced","HS Degree","Black"
"No Coverage",36,12000,"Citizen","Never Married","HS Degree","White"
"No Coverage",48,21000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",19,1500,"Citizen","Never Married","HS Degree","Two or More"
"No Coverage",44,300,"Citizen","Never Married","Undergraduate Degree","Black"
"No Coverage",33,3900,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",33,0,"Citizen","Married","HS Degree","White"
"No Coverage",28,25000,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",26,15000,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",18,15000,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",49,1500,"Citizen","Never Married","HS Degree","White"
"No Coverage",23,0,"Citizen","Married","Less than HS","Black"
"No Coverage",24,9000,"Citizen","Never Married","HS Degree","White"
"No Coverage",46,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",63,0,"Citizen","Divorced","Less than HS","White"
"No Coverage",20,900,"Non-citizen","Never Married","HS Degree","Other"
"No Coverage",40,0,"Citizen","Divorced","HS Degree","Asian"
"No Coverage",61,5000,"Citizen","Married","HS Degree","Black"
"No Coverage",55,5000,"Citizen","Married","HS Degree","Black"
"No Coverage",36,19000,"Citizen","Married","HS Degree","Black"
"No Coverage",32,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",47,60000,"Citizen","Divorced","HS Degree","White"
"No Coverage",35,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",55,419000,"Citizen","Divorced","Less than HS","White"
"No Coverage",31,14400,"Citizen","Divorced","HS Degree","White"
"No Coverage",54,18700,"Non-citizen","Married","Less than HS","Black"
"No Coverage",40,0,"Non-citizen","Married","Less than HS","Black"
"No Coverage",61,25000,"Citizen","Married","HS Degree","Other"
"No Coverage",42,19000,"Non-citizen","Married","Less than HS","White"
"No Coverage",39,11600,"Non-citizen","Married","HS Degree","White"
"No Coverage",16,0,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",50,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",48,0,"Non-citizen","Divorced","HS Degree","Other"
"No Coverage",36,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",29,25000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",56,0,"Citizen","Divorced","Less than HS","Black"
"No Coverage",42,12500,"Citizen","Never Married","HS Degree","Black"
"No Coverage",50,0,"Citizen","Divorced","HS Degree","Black"
"No Coverage",32,15000,"Non-citizen","Married","Less than HS","White"
"No Coverage",30,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",28,7000,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",40,830,"Citizen","Never Married","HS Degree","Black"
"No Coverage",43,10000,"Citizen","Divorced","Undergraduate Degree","White"
"No Coverage",53,20000,"Citizen","Widowed","HS Degree","White"
"No Coverage",26,24000,"Citizen","Never Married","Undergraduate Degree","Other"
"No Coverage",20,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",54,53000,"Citizen","Never Married","HS Degree","White"
"No Coverage",51,0,"Citizen","Divorced","Less than HS","White"
"No Coverage",28,30000,"Citizen","Never Married","HS Degree","White"
"No Coverage",28,20000,"Citizen","Never Married","HS Degree","White"
"No Coverage",20,6400,"Citizen","Never Married","HS Degree","White"
"No Coverage",31,28000,"Citizen","Married","HS Degree","White"
"No Coverage",31,1000,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",43,75000,"Citizen","Married","Graduate Degree","Black"
"No Coverage",21,12000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",46,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",21,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",25,400,"Citizen","Never Married","HS Degree","Black"
"No Coverage",59,0,"Citizen","Divorced","HS Degree","Two or More"
"No Coverage",52,0,"Citizen","Separated","HS Degree","White"
"No Coverage",38,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",62,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",42,0,"Citizen","Separated","HS Degree","Black"
"No Coverage",32,15000,"Non-citizen","Married","Less than HS","Other"
"No Coverage",53,0,"Non-citizen","Never Married","Graduate Degree","Other"
"No Coverage",41,0,"Non-citizen","Never Married","Less than HS","Other"
"No Coverage",34,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",45,500,"Citizen","Never Married","HS Degree","Black"
"No Coverage",31,25000,"Citizen","Never Married","Less than HS","White"
"No Coverage",30,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",28,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",45,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",42,0,"Non-citizen","Never Married","Undergraduate Degree","Black"
"No Coverage",24,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",26,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",33,2700,"Citizen","Never Married","HS Degree","Black"
"No Coverage",39,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",31,36000,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",28,0,"Citizen","Married","HS Degree","White"
"No Coverage",43,0,"Citizen","Married","HS Degree","White"
"No Coverage",20,8400,"Citizen","Never Married","HS Degree","White"
"No Coverage",42,0,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",41,48000,"Non-citizen","Married","Less than HS","White"
"No Coverage",36,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",16,0,"Non-citizen","Never Married","HS Degree","White"
"No Coverage",16,0,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",47,750,"Citizen","Never Married","HS Degree","Black"
"No Coverage",33,35000,"Citizen","Never Married","Undergraduate Degree","White"
"No Coverage",37,12000,"Citizen","Divorced","Undergraduate Degree","White"
"No Coverage",52,6100,"Citizen","Never Married","HS Degree","Black"
"No Coverage",36,63000,"Citizen","Never Married","Less than HS","Black"
"No Coverage",23,2000,"Citizen","Never Married","HS Degree","White"
"No Coverage",19,0,"Citizen","Widowed","Less than HS","White"
"No Coverage",40,80000,"Citizen","Married","HS Degree","White"
"No Coverage",27,900,"Citizen","Married","HS Degree","White"
"No Coverage",55,37500,"Citizen","Married","HS Degree","Amer. Ind."
"No Coverage",54,10000,"Citizen","Married","HS Degree","White"
"No Coverage",64,0,"Citizen","Widowed","Less than HS","Black"
"No Coverage",61,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",30,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",28,8500,"Citizen","Never Married","HS Degree","Black"
"No Coverage",19,990,"Citizen","Never Married","Less than HS","Black"
"No Coverage",49,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",40,24000,"Non-citizen","Married","Less than HS","White"
"No Coverage",18,900,"Citizen","Never Married","Less than HS","Other"
"No Coverage",49,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",40,40000,"Citizen","Married","HS Degree","White"
"No Coverage",40,30000,"Citizen","Married","HS Degree","White"
"No Coverage",35,0,"Citizen","Married","HS Degree","White"
"No Coverage",43,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",25,4000,"Citizen","Never Married","HS Degree","White"
"No Coverage",47,14000,"Citizen","Divorced","HS Degree","White"
"No Coverage",28,12000,"Citizen","Never Married","HS Degree","Other"
"No Coverage",19,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",59,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",34,13000,"Non-citizen","Married","Less than HS","White"
"No Coverage",42,15000,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",32,14300,"Non-citizen","Divorced","Less than HS","White"
"No Coverage",31,15800,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",18,0,"Non-citizen","Never Married","HS Degree","Asian"
"No Coverage",60,0,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",33,65000,"Citizen","Married","Graduate Degree","Black"
"No Coverage",35,14000,"Non-citizen","Married","Less than HS","Black"
"No Coverage",23,17000,"Citizen","Separated","Less than HS","Other"
"No Coverage",22,1200,"Citizen","Never Married","Less than HS","Black"
"No Coverage",50,0,"Citizen","Married","Less than HS","White"
"No Coverage",48,8600,"Citizen","Never Married","HS Degree","White"
"No Coverage",42,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",51,12000,"Citizen","Widowed","Less than HS","White"
"No Coverage",34,0,"Citizen","Separated","HS Degree","White"
"No Coverage",34,30000,"Citizen","Divorced","HS Degree","White"
"No Coverage",35,28000,"Citizen","Married","Undergraduate Degree","Asian"
"No Coverage",32,25500,"Citizen","Never Married","HS Degree","Black"
"No Coverage",24,7100,"Citizen","Never Married","HS Degree","Black"
"No Coverage",22,26000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",45,3300,"Citizen","Separated","Less than HS","White"
"No Coverage",43,0,"Citizen","Divorced","Graduate Degree","White"
"No Coverage",27,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",38,14000,"Non-citizen","Married","HS Degree","White"
"No Coverage",42,0,"Non-citizen","Married","HS Degree","White"
"No Coverage",22,1000,"Non-citizen","Married","Less than HS","Other"
"No Coverage",50,0,"Citizen","Married","HS Degree","White"
"No Coverage",46,34000,"Citizen","Never Married","Graduate Degree","Black"
"No Coverage",22,12000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",43,15000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",54,18500,"Citizen","Divorced","HS Degree","White"
"No Coverage",33,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",33,16500,"Non-citizen","Married","HS Degree","White"
"No Coverage",21,1200,"Non-citizen","Married","HS Degree","White"
"No Coverage",39,25000,"Citizen","Married","HS Degree","Black"
"No Coverage",42,0,"Citizen","Married","HS Degree","Black"
"No Coverage",63,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",65,0,"Non-citizen","Married","Undergraduate Degree","White"
"No Coverage",47,0,"Non-citizen","Married","Undergraduate Degree","Other"
"No Coverage",50,0,"Non-citizen","Married","Undergraduate Degree","Other"
"No Coverage",16,0,"Non-citizen","Never Married","Less than HS","Other"
"No Coverage",30,18400,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",19,16600,"Non-citizen","Never Married","HS Degree","Other"
"No Coverage",52,0,"Citizen","Widowed","HS Degree","White"
"No Coverage",29,16000,"Non-citizen","Never Married","Less than HS","Other"
"No Coverage",26,0,"Non-citizen","Never Married","Less than HS","Other"
"No Coverage",37,30000,"Citizen","Never Married","Less than HS","White"
"No Coverage",49,25000,"Citizen","Widowed","HS Degree","White"
"No Coverage",19,4000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",62,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",38,15000,"Citizen","Divorced","HS Degree","White"
"No Coverage",18,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",56,120000,"Citizen","Divorced","HS Degree","White"
"No Coverage",31,9400,"Citizen","Never Married","HS Degree","White"
"No Coverage",31,52000,"Non-citizen","Married","HS Degree","White"
"No Coverage",40,16000,"Citizen","Married","HS Degree","White"
"No Coverage",35,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",32,18200,"Non-citizen","Married","HS Degree","White"
"No Coverage",50,350,"Citizen","Divorced","HS Degree","White"
"No Coverage",61,0,"Citizen","Never Married","Undergraduate Degree","Black"
"No Coverage",35,15000,"Citizen","Married","Less than HS","Black"
"No Coverage",32,0,"Citizen","Married","Less than HS","Black"
"No Coverage",26,0,"Citizen","Married","HS Degree","White"
"No Coverage",24,18000,"Citizen","Married","HS Degree","White"
"No Coverage",44,9000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",31,29000,"Citizen","Separated","HS Degree","White"
"No Coverage",27,0,"Non-citizen","Married","HS Degree","Other"
"No Coverage",56,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",27,400,"Citizen","Married","Less than HS","White"
"No Coverage",53,33000,"Citizen","Widowed","HS Degree","Other"
"No Coverage",30,270,"Citizen","Married","Less than HS","White"
"No Coverage",49,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",27,17000,"Citizen","Never Married","HS Degree","White"
"No Coverage",33,80000,"Non-citizen","Married","HS Degree","White"
"No Coverage",32,0,"Non-citizen","Married","HS Degree","White"
"No Coverage",39,24000,"Citizen","Married","Less than HS","White"
"No Coverage",31,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",38,16000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",28,11000,"Citizen","Never Married","Undergraduate Degree","White"
"No Coverage",45,12000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",35,0,"Citizen","Separated","HS Degree","White"
"No Coverage",42,0,"Citizen","Married","Less than HS","White"
"No Coverage",42,0,"Citizen","Married","HS Degree","White"
"No Coverage",57,0,"Non-citizen","Married","HS Degree","Asian"
"No Coverage",55,4400,"Citizen","Never Married","HS Degree","Black"
"No Coverage",22,34300,"Citizen","Never Married","HS Degree","White"
"No Coverage",49,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",32,7000,"Citizen","Married","HS Degree","Black"
"No Coverage",38,48000,"Non-citizen","Married","Less than HS","Other"
"No Coverage",32,0,"Non-citizen","Married","Less than HS","Other"
"No Coverage",28,0,"Non-citizen","Married","Undergraduate Degree","Asian"
"No Coverage",26,7500,"Citizen","Never Married","HS Degree","Black"
"No Coverage",31,50000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",41,14000,"Citizen","Divorced","HS Degree","White"
"No Coverage",44,0,"Citizen","Married","HS Degree","White"
"No Coverage",47,0,"Citizen","Married","HS Degree","White"
"No Coverage",61,43000,"Citizen","Separated","HS Degree","Black"
"No Coverage",32,25000,"Citizen","Never Married","HS Degree","White"
"No Coverage",34,26000,"Non-citizen","Married","Less than HS","White"
"No Coverage",50,0,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",30,15600,"Citizen","Never Married","HS Degree","White"
"No Coverage",17,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",61,0,"Citizen","Never Married","Undergraduate Degree","Black"
"No Coverage",52,0,"Citizen","Never Married","Undergraduate Degree","Black"
"No Coverage",54,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",32,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",29,18000,"Citizen","Never Married","Undergraduate Degree","White"
"No Coverage",19,500,"Citizen","Never Married","HS Degree","Black"
"No Coverage",72,0,"Non-citizen","Married","Less than HS","Other"
"No Coverage",67,0,"Non-citizen","Married","Less than HS","Other"
"No Coverage",26,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",46,0,"Non-citizen","Never Married","Less than HS","Black"
"No Coverage",37,50000,"Citizen","Married","Undergraduate Degree","Black"
